"occupation_id","label","english_translation","country_code","lang_code","preferred","hisco_id","status_id","relation_id","product_id","comtxt","provenance","link_id"
7762,"Commissionnaire","commissioner","BEL","FR",0,43230,0,0,0,"","LNP",41
7763,"Cordonnière","shoe-maker (fem.)","BEL","FR",0,80110,0,0,0,"","LNP",42
7764,"Corsetière","corset-maker","BEL","FR",0,79190,0,0,0,"","LNP",43
7765,"Corsettière","corset-maker (fem.)","BEL","FR",0,79190,0,0,0,"","LNP",44
7766,"Couturière","(female) couturier","BEL","FR",0,79140,0,0,0,"","LNP",45
7767,"Couvreuse de paille","straw-thatcher","BEL","FR",0,95360,0,0,0,"","LNP",46
7768,"Cuisinière","cook (fem.)","BEL","FR",0,53100,0,0,0,"","LNP",47
7769,"Cultivateur","agriculturist","BEL","FR",0,61110,0,0,0,"","LNP",48
7770,"Cultivatrice","agriculturist (fem.)","BEL","FR",0,61110,0,0,0,"","LNP",49
7771,"Dactylographe","typist","BEL","FR",0,32140,0,0,0,"","LNP",50
7772,"Débitant","retailer","BEL","FR",0,41030,0,0,0,"51050","LNP",51
7773,"Débitant","retailer","BEL","FR",0,51050,0,0,0,"41030","LNP",52
7774,"Débitant de bière","","BEL","FR",0,41030,0,0,24,"51050","LNP",53
7775,"Débitant de bière","","BEL","FR",0,41030,0,0,24,"51050","LNP",54
7776,"Débitant de bière","","BEL","FR",0,51050,0,0,0,"41030","LNP",55
7777,"Débitant de bière","","BEL","FR",0,51050,0,0,0,"41030","LNP",56
7778,"Débitant de boisson","beverage dealer","BEL","FR",0,41030,0,0,24,"51050","LNP",57
7779,"Débitant de boisson","beverage dealer","BEL","FR",0,51050,0,0,0,"41030","LNP",58
7780,"Débitant de poisson","fish retailer","BEL","FR",0,41030,0,0,21,"","LNP",59
7781,"Débitant de tabac","tobacco retailler","BEL","FR",0,41030,0,0,25,"","LNP",60
7782,"Débitant de viande","meat retailer","BEL","FR",0,41030,0,0,21,"","LNP",61
7783,"Débitant d'eau de vie","eau de vie merchant","BEL","FR",0,41030,0,0,24,"51050","LNP",62
7784,"Débitant d'eau de vie","eau de vie merchant","BEL","FR",0,41030,0,0,24,"41030","LNP",63
7785,"Débitant/détaillant","retailer","BEL","FR",0,41030,0,0,0,"","LNP",64
7786,"Débitant/détaillant de bièrre","beer retailer","BEL","FR",0,41030,0,0,24,"","LNP",65
7787,"Débitant/détaillant de boisson","beverage dealer","BEL","FR",0,41030,0,0,24,"","LNP",66
7788,"Débitant/détaillant de poisson","fish retailer","BEL","FR",0,41030,0,0,21,"","LNP",67
7789,"Débitant/détaillant de tabac","tobacco retailler","BEL","FR",0,41030,0,0,25,"","LNP",68
7790,"Débitant/détaillant de viande","meat retailer","BEL","FR",0,41030,0,0,21,"","LNP",69
7791,"Débitant/détaillant d'eau de vie","eau de vie merchant","BEL","FR",0,41030,0,0,24,"","LNP",70
7792,"Demoiselle de magasin","shop-girl","BEL","FR",0,45130,0,0,0,"","LNP",71
7793,"Dentèlliere","lace-maker","BEL","FR",0,75452,0,0,0,"","LNP",72
7794,"Détaillant","retailer","BEL","FR",0,41030,0,0,0,"","LNP",73
7795,"Détaillant de boisson","beverage dealer","BEL","FR",0,41030,0,0,24,"","LNP",74
7796,"Détaillant de poisson","fish retailer","BEL","FR",0,41030,0,0,21,"","LNP",75
7797,"Détaillant de tabac","tobacco retailler","BEL","FR",0,41030,0,0,25,"","LNP",76
7798,"Détaillant de viande","meat retailer","BEL","FR",0,41030,0,0,21,"","LNP",77
7799,"Détaillant d'eau de vie","eau de vie merchant","BEL","FR",0,41030,0,0,24,"","LNP",78
7800,"Domestique","domestic servant","BEL","FR",0,54010,0,0,0,"","LNP",79
7801,"Ecuyer de cirque","rinding master in circus","BEL","FR",0,17590,0,0,0,"","LNP",80
7802,"Emballeuse","packer (fem.)","BEL","FR",0,97152,0,0,0,"","LNP",81
7803,"Employé","employee","BEL","FR",0,-1,0,0,0,"","LNP",82
7804,"Epicière","grocer (fem.)","BEL","FR",0,41030,0,0,20,"","LNP",83
7805,"Fabricante","manufacturer","BEL","FR",0,21110,11,0,0,"99999","LNP",84
7806,"Fabricante","manufacturer","BEL","FR",0,99999,0,0,0,"21110 (status 11)","LNP",85
7807,"Fabricante de lin","linen manufacturer (fem.)","BEL","FR",0,21110,11,0,26,"75000","LNP",86
7808,"Fabricante de lin","linen manufacturer (fem.)","BEL","FR",0,75000,0,0,0,"21110 (status 11, product 26)","LNP",87
7809,"Fabricante de tabac","tobacco manufacturer","BEL","FR",0,21110,11,0,25,"78100","LNP",88
7810,"Fabricante de tabac","tobacco manufacturer","BEL","FR",0,78100,0,0,0,"21110 (status 11, product 25)","LNP",89
7811,"Facteuse","postman (fem.)","BEL","FR",0,37030,0,0,0,"","LNP",90
7812,"Faiseuse d'allumettes soufrées","matches maker (fem.)","BEL","FR",0,94990,0,0,0,"","LNP",91
7813,"Faiseuse de bonnets","bonnet maker (female)","BEL","FR",0,79320,0,0,0,"","LNP",92
7814,"Faiseuse de boutons","button-maker (fem.)","BEL","FR",0,94990,0,0,0,"","LNP",93
7815,"Faiseuse de corsets","corset-maker (fem.)","BEL","FR",0,79190,0,0,0,"","LNP",94
7816,"Faiseuse de dentelles","lace-maker (fem.)","BEL","FR",0,75452,0,0,0,"","LNP",95
7817,"Faiseuse de farine","flower (meal) maker (fem.)","BEL","FR",0,77120,0,0,0,"","LNP",96
7818,"Faiseuse de fleurs","?","BEL","FR",0,79990,0,0,0,"","LNP",97
7819,"Faiseuse de lacet","shoe-lacemaker (fem.)","BEL","FR",0,75452,0,0,0,"","LNP",98
7820,"Faiseuse de meubles","cabinet-maker (fem.)","BEL","FR",0,81120,0,0,0,"","LNP",99
7821,"Faiseuse de passements","shoe-lacemaker (fem.)","BEL","FR",0,75452,0,0,0,"","LNP",100
7822,"Faiseuse de plumes","pen-maker (fem.)","BEL","FR",0,94990,0,0,0,"","LNP",101
7823,"Farinière","flower (meal) maker (fem.)","BEL","FR",0,77120,0,0,0,"","LNP",102
7824,"Femme de chambre","chambermaid","BEL","FR",0,54030,0,0,0,"54050","LNP",103
7825,"Femme de chambre","chambermaid","BEL","FR",0,54050,0,0,0,"54030","LNP",104
7826,"Femme/fille de chambre","chambermaid","BEL","FR",0,54030,0,0,0,"","LNP",105
7827,"Fileuse","female spinner","BEL","FR",0,75220,0,0,0,"","LNP",106
7828,"Fileuse de coton","female coton spinner","BEL","FR",0,75220,0,0,0,"","LNP",107
7829,"Fileuse de laine","female wool spinner","BEL","FR",0,75220,0,0,0,"","LNP",108
7830,"Fille boucher","female assistant of a butcher","BEL","FR",0,77310,0,13,0,"","LNP",109
7831,"Fille boutiquer","shop-girl","BEL","FR",0,41030,0,13,0,"","LNP",110
7832,"Fille boutiquier","shop-girl","BEL","FR",0,41030,0,13,0,"","LNP",111
7833,"Fille cabaretier","","BEL","FR",0,51050,0,13,0,"","LNP",112
7834,"Fille cultivateur","female assistant of an agriculturist","BEL","FR",0,61110,0,13,0,"","LNP",113
7835,"Fille de boutique","","BEL","FR",0,45130,0,0,0,"","LNP",114
7836,"Fille de boutique/magasin","shop-girl","BEL","FR",0,45130,0,0,0,"","LNP",115
7837,"Fille de chambre","chambermaid","BEL","FR",0,54030,0,0,0,"54050","LNP",116
7838,"Fille de chambre","chambermaid","BEL","FR",0,54050,0,0,0,"54030","LNP",117
7839,"Fille de magasin","","BEL","FR",0,45130,0,0,0,"","LNP",118
7840,"Fille fripière","helper (fem.) of a second hand dealer in old clothes","BEL","FR",0,41030,0,13,0,"","LNP",119
7841,"Fille retordeur","assistant-twiner (fem.)","BEL","FR",0,75240,0,13,0,"","LNP",120
7842,"Fleuriste","florist (fem.)","BEL","FR",0,41030,0,0,1,"61270","LNP",121
7843,"Fleuriste","florist (fem.)","BEL","FR",0,61270,0,0,1,"41030","LNP",122
7844,"Foraine","fair-pedlar (fem.)","BEL","FR",0,45220,0,0,0,"","LNP",123
7845,"Fripière","second hand dealer in old clothes (fem.)","BEL","FR",0,41030,0,0,27,"","LNP",124
7846,"Fruitière","fruit seller (fem.)","BEL","FR",0,41030,0,0,1,"","LNP",125
7847,"Gantière","glove maker (fem.)","BEL","FR",0,79475,0,0,0,"","LNP",126
7848,"Garde barrière au chemin de fer","level crossing guard (fem.)","BEL","FR",0,98990,0,0,0,"","LNP",127
7849,"Garde couches","bed guard (fem.)","BEL","FR",0,59990,0,0,0,"","LNP",128
7850,"Garnisseuse","upholsterer (fem.)","BEL","FR",0,99999,0,0,0,"","LNP",129
7851,"Garnisseuse bottines","upholsterer of boots (fem.)","BEL","FR",0,80290,0,0,0,"","LNP",130
7852,"Gérante","manager","BEL","FR",0,21110,0,0,0,"","LNP",131
7853,"Gouvernante","nanny-governess","BEL","FR",0,13960,0,0,0,"22430","LNP",132
7854,"Gouvernante","nanny-governess","BEL","FR",0,22430,0,0,0,"13960","LNP",133
7855,"Graissière","?","BEL","FR",0,99999,0,0,0,"","LNP",134
7856,"Institutrice","teacher","BEL","FR",0,13320,0,0,0,"","LNP",135
7857,"Institutrice communal","municipal teacher","BEL","FR",0,13320,0,0,0,"","LNP",136
7858,"Jardinier","gardener","BEL","FR",0,61270,0,0,0,"62700","LNP",137
7859,"Jardinier","gardener","BEL","FR",0,62700,0,0,0,"61270","LNP",138
7860,"Jardinière","female gardener","BEL","FR",0,61270,0,0,0,"62700","LNP",139
7861,"Jardinière","female gardener","BEL","FR",0,62700,0,0,0,"61270","LNP",140
7862,"Journalière","day labourer (fem.)","BEL","FR",0,99920,0,0,0,"","LNP",141
7863,"Labouratrice","agriculturalist - plougher (fem.)","BEL","FR",0,61220,0,0,0,"","LNP",142
7864,"Laitière","milkwoman","BEL","FR",0,45230,0,0,2,"","LNP",143
7865,"Lavandière","washerwoman","BEL","FR",0,56010,0,0,0,"","LNP",144
7866,"Lavandière de dentelles","washer of lace-work","BEL","FR",0,56090,0,0,0,"","LNP",145
7867,"Lingère","linen-stitcher (fem.)","BEL","FR",0,56010,0,0,0,"79590","LNP",146
7868,"Lingère","linen-stitcher (fem.)","BEL","FR",0,79590,0,0,0,"56010","LNP",147
7869,"Liquoriste","distiller of liquor","BEL","FR",0,74490,0,0,0,"","LNP",148
7870,"Loueuse de voitures","hirer out of wagons (fem.)","BEL","FR",0,41040,0,0,49,"","LNP",149
7871,"Maître épicière","fem. grocer (master)","BEL","FR",0,21340,0,0,0,"","LNP",150
7872,"Maître liquoriste","master distiller of liquor","BEL","FR",0,74490,21,0,0,"","LNP",151
7873,"Maîtresse d'école","school teacher (fem.)","BEL","FR",0,13320,0,0,0,"","LNP",152
7874,"Manipulatrice de bois","wood-worker (fem.)","BEL","FR",0,81000,0,0,0,"","LNP",153
7875,"Manipulatrice de coton","female coton worker","BEL","FR",0,75000,0,0,0,"","LNP",154
7876,"Manipulatrice de lacet","shoe-lacemaker (fem.)","BEL","FR",0,75452,0,0,0,"","LNP",155
7877,"Manipulatrice de peaux","female skin-worker","BEL","FR",0,76200,0,0,0,"","LNP",156
7878,"Manipulatrice de soie","female silk worker","BEL","FR",0,75000,0,0,0,"","LNP",157
7879,"Manipulatrice de tabac","tobacco worker (fem.)","BEL","FR",0,78100,0,0,0,"","LNP",158
7880,"Manutentionnaire","?","BEL","FR",0,97145,0,0,0,"","LNP",159
7881,"Marchande","merchant (fem.)","BEL","FR",0,41025,0,0,0,"","LNP",160
7882,"Marchande à la glace","merchant (fem.)","BEL","FR",0,41025,0,0,38,"","LNP",161
7883,"Marchande ambulante","merchant traveller (fem.)","BEL","FR",0,45220,0,0,0,"","LNP",162
7884,"Marchande colporteur","merchant (fem.) hawker","BEL","FR",0,45220,0,0,0,"","LNP",163
7885,"Marchande de beurre","butter merchant (fem.)","BEL","FR",0,41025,0,0,22,"","LNP",164
7886,"Marchande de bieres","beer merchant (fem.)","BEL","FR",0,41025,0,0,24,"","LNP",165
7887,"Marchande de bois","wood merchant (fem.)","BEL","FR",0,41025,0,0,31,"","LNP",166
7888,"Marchande de chaudrons","cauldron merchant (fem.)","BEL","FR",0,41025,0,0,44,"","LNP",167
7889,"Marchande de coton","coton merchant (fem.)","BEL","FR",0,41025,0,0,26,"","LNP",168
7890,"Marchande de dentelles","lace-work merchant (fem.)","BEL","FR",0,41025,0,0,26,"","LNP",169
7891,"Marchande de draps","cloth merchant (fem.)","BEL","FR",0,41025,0,0,26,"","LNP",170
7892,"Marchande de journaux","newspapers merchant (fem.)","BEL","FR",0,41025,0,0,32,"","LNP",171
7893,"Marchande de légumes","vegetables merchant (fem.)","BEL","FR",0,41025,0,0,1,"","LNP",172
7894,"Marchande de lin","","BEL","FR",0,41025,0,0,26,"","LNP",173
7895,"Marchande de lin/lingère","flax and linen merchant (fem.)","BEL","FR",0,41025,0,0,26,"","LNP",174
7896,"Marchande de lingère","","BEL","FR",0,41025,0,0,26,"","LNP",175
7897,"Marchande de liqueur","liqour merchant (fem.)","BEL","FR",0,41025,0,0,24,"","LNP",176
7898,"Marchande de modes","fancy-articles merchant (fem.)","BEL","FR",0,41025,0,0,20,"","LNP",177
7899,"Marchande de nouveauté","novelties merchant (fem.)","BEL","FR",0,41025,0,0,99,"","LNP",178
7900,"Marchande de parapluies","umbrella merchant (fem.)","BEL","FR",0,41025,0,0,38,"","LNP",179
7901,"Marchande de poisson","fish merchant","BEL","FR",0,41025,0,0,21,"","LNP",180
7902,"Marchande de porcelaine","porcelain merchant (fem.)","BEL","FR",0,41025,0,0,37,"","LNP",181
7903,"Marchande d'houille","coal merchant (fem.)","BEL","FR",0,41025,0,0,11,"","LNP",182
7904,"Marchande fruitier","fruit merchant (fem.)","BEL","FR",0,41025,0,0,1,"","LNP",183
7905,"Menagère","housekeeper","BEL","FR",0,-1,0,0,0,"54020","LNP",184
7906,"Menagère","housekeeper","BEL","FR",0,54020,0,0,0,"-1","LNP",185
7907,"Menuisière","carpenter (fem.)","BEL","FR",0,95410,0,0,0,"","LNP",186
7908,"Mercière","pedlar (fem.)","BEL","FR",0,41030,0,0,0,"45220","LNP",187
7909,"Mercière","pedlar (fem.)","BEL","FR",0,45220,0,0,0,"41030","LNP",188
7910,"Modiste","modiste","BEL","FR",0,79320,0,0,0,"","LNP",189
7911,"Musicienne","musician (fem.)","BEL","FR",0,17140,0,0,0,"","LNP",190
7912,"Musicienne ambulant","itinerant musician (fem.)","BEL","FR",0,17990,0,0,0,"","LNP",191
7913,"Négociante","wholesale dealer (fem.)","BEL","FR",0,41020,0,0,0,"","LNP",192
7914,"Négociante en houblon","wholesale dealer in hop (fem.)","BEL","FR",0,41020,0,0,1,"","LNP",193
7915,"Négociante en toile","wholesale dealer in linen (fem.)","BEL","FR",0,41020,0,0,26,"","LNP",194
7916,"Nettoyeuse de bonnets","bonnet cleaner","BEL","FR",0,56090,0,0,0,"","LNP",195
7917,"Nourrice","foster-mother","BEL","FR",0,54035,0,0,0,"","LNP",196
7918,"Ouvrière","worker (fem.)","BEL","FR",0,99900,0,0,0,"","LNP",197
7919,"Ouvrière agricole","female agriculturist worker","BEL","FR",0,62105,0,0,0,"","LNP",198
7920,"Ouvrière corsetier","corset-maker (fem. worker)","BEL","FR",0,79190,32,0,0,"","LNP",199
7921,"Ouvrière cuisinière","cook (fem. worker)","BEL","FR",0,53100,32,0,0,"","LNP",200
7922,"Ouvrière fabrique","factory worker (fem.)","BEL","FR",0,99930,0,0,0,"","LNP",201
7923,"Ouvrière jardinière","female garden worker","BEL","FR",0,61270,32,0,0,"62700","LNP",202
7924,"Ouvrière jardinière","female garden worker","BEL","FR",0,62700,32,0,0,"61270","LNP",203
7925,"Ouvrière lingère","linen-stitcher (fem. worker)","BEL","FR",0,79590,32,0,0,"","LNP",204
7926,"Ouvrière magasin","shop-worker (fem.)","BEL","FR",0,97145,32,0,0,"","LNP",205
7927,"Ouvrière tailleuse","female tailor (worker)","BEL","FR",0,79100,32,0,0,"","LNP",206
7928,"Ouvrière tisserande","female weaver worker","BEL","FR",0,75400,32,0,0,"","LNP",207
7929,"Particulière","owner (fem.)","BEL","FR",0,-1,11,0,0,"","LNP",208
7930,"Passementière","shoe-lace-maker (fem.)","BEL","FR",0,75452,0,0,0,"","LNP",209
7931,"Piqueuse","stitcher","BEL","FR",0,79510,0,0,0,"","LNP",210
7932,"Piqueuse de bas","stocking-stitcher (fem.)","BEL","FR",0,79590,0,0,0,"","LNP",211
7933,"Piqueuse de bottines","boot-stitcher (fem.)","BEL","FR",0,80250,0,0,0,"","LNP",212
7934,"Piqueuse de chaussures","shoe-stitcher (fem.)","BEL","FR",0,80250,0,0,0,"","LNP",213
7935,"Plafonneuse","plasterer (fem.)","BEL","FR",0,95510,0,0,0,"","LNP",214
7936,"Plisseuse de coiffes","hat-lining-folder (fem.)","BEL","FR",0,79390,0,0,0,"","LNP",215
7937,"Poissarde","fish seller (fem.)","BEL","FR",0,41030,0,0,21,"","LNP",216
7938,"Poissonnière","fish preparetor (fem.)","BEL","FR",0,77940,0,0,0,"","LNP",217
7939,"Polisseuse","polisher (fem.)","BEL","FR",0,82020,0,0,0,"83520, 83590, 88030, 89148","LNP",218
7940,"Polisseuse","polisher (fem.)","BEL","FR",0,83520,0,0,0,"82020, 83590, 88030, 89148","LNP",219
7941,"Polisseuse","polisher (fem.)","BEL","FR",0,83590,0,0,0,"82020, 83520, 88030, 89148","LNP",220
7942,"Polisseuse","polisher (fem.)","BEL","FR",0,88030,0,0,0,"82020, 83520, 83590, 89148","LNP",221
7943,"Polisseuse","polisher (fem.)","BEL","FR",0,89148,0,0,0,"82020, 83520, 83590, 88030","LNP",222
7944,"Polisseuse de marbre","marble-polisher (fem.)","BEL","FR",0,82020,0,0,0,"","LNP",223
7945,"Pontière","bridge guard (fem.)","BEL","FR",0,58990,0,0,0,"","LNP",224
7946,"Poulailleuse","?","BEL","FR",0,62610,0,0,0,"","LNP",225
7947,"Professeur","teacher","BEL","FR",0,13030,0,0,0,"","LNP",226
7948,"Professeur à l'école moyenne","secondary school teacher","BEL","FR",0,13200,0,0,0,"","LNP",227
7949,"Professeur de chant","singing-master","BEL","FR",0,13190,0,0,0,"13250,","LNP",228
7950,"Professeur de chant","singing-master","BEL","FR",0,13250,0,0,0,"13190","LNP",229
7951,"Professeur de piano","piano-teacher","BEL","FR",0,13190,0,0,0,"13250","LNP",230
7952,"Professeur de piano","piano-teacher","BEL","FR",0,13250,0,0,0,"13190","LNP",231
7953,"Propriétaire","proprietor (fem.)","BEL","FR",0,-1,11,0,0,"","LNP",232
7954,"Propriétaire rentier","proprietor rentier (fem.)","BEL","FR",0,-1,11,21,0,"","LNP",233
7955,"Rapiéceuse","repairer (fem.)","BEL","FR",0,99999,0,0,0,"","LNP",234
7956,"Récureuse","cleaning woman","BEL","FR",0,55220,0,0,0,"","LNP",235
7957,"Régent d'école","secondary school teacher","BEL","FR",0,13200,0,0,0,"","LNP",236
7958,"Régente d'école","secondary school teacher (fem.)","BEL","FR",0,13200,0,0,0,"","LNP",237
7959,"Rentière","rentier (vr.)","BEL","FR",0,-1,11,21,0,"","LNP",238
7960,"Repasseuse","ironer","BEL","FR",0,56065,0,0,0,"","LNP",239
7961,"Retordeuse","twiner (fem.)","BEL","FR",0,75240,0,0,0,"","LNP",240
7962,"Revendeuse","commissioner (fem.)","BEL","FR",0,41030,0,0,0,"","LNP",241
7963,"Sage-femme","midwife","BEL","FR",0,7310,0,0,0,"","LNP",242
7964,"Sans profession (fém.)","without occupation","BEL","FR",0,-2,0,0,0,"","LNP",243
7965,"Sellière","saddler","BEL","FR",0,80320,0,0,0,"","LNP",244
7966,"Séranceuse","flax-hackler","BEL","FR",0,75130,0,0,0,"","LNP",245
7967,"Servante","servant (fem.)","BEL","FR",0,54010,0,0,0,"","LNP",246
7968,"Serveuse","waitress","BEL","FR",0,53210,0,0,0,"","LNP",247
7969,"Sous-institutrice communal","municipal underteacher","BEL","FR",0,13320,33,0,0,"","LNP",248
7970,"Tailleuse","female tailor","BEL","FR",0,79100,0,0,0,"","LNP",249
7971,"Tisserande","weaver (fem.)","BEL","FR",0,75400,0,0,0,"","LNP",250
7972,"Tonnelière","intriguer (fem.)","BEL","FR",0,81930,0,0,0,"","LNP",251
7973,"Tricoteuse","knitter","BEL","FR",0,75500,0,0,0,"","LNP",252
7974,"Vannière","basket-maker (fem.)","BEL","FR",0,94220,0,0,0,"","LNP",253
7975,"Vendeuse de bière","beer seller (fem.)","BEL","FR",0,41030,0,0,24,"45125","LNP",254
7976,"Vendeuse de bière","beer seller (fem.)","BEL","FR",0,45125,0,0,24,"41030","LNP",255
7977,"Verdurière","vegetable seller (fem.)","BEL","FR",0,41030,0,0,1,"","LNP",256
7978,"Voiturière","wagoner (fem.)","BEL","FR",0,98620,0,0,0,"","LNP",257
7979,"Voyageuse de comerce","commercial traveller (fem.)","BEL","FR",0,43220,0,0,0,"","LNP",258
7980,"Abatteur","feller","BEL","FR",0,77320,0,0,0,"","LNP",259
7981,"Acrobate","acrobate","BEL","FR",0,17540,0,0,0,"","LNP",260
7982,"Adjoint au tribunal","helper at the court","BEL","FR",0,39340,0,0,0,"","LNP",261
7983,"Adjudant","adjutant","BEL","FR",0,58330,0,0,0,"","LNP",262
7984,"Adjudant invalide","disabled adjudant","BEL","FR",0,58330,0,41,0,"","LNP",263
7985,"Administrateur","administrator","BEL","FR",0,20210,0,0,0,"21940","LNP",264
7986,"Administrateur","administrator","BEL","FR",0,21940,0,0,0,"20210","LNP",265
7987,"Advocat avoué","","BEL","FR",0,12410,0,0,0,"","LNP",266
7988,"Afficheur","bill-sticker","BEL","FR",0,59990,0,0,0,"","LNP",267
7989,"Agent","policeman or representative","BEL","FR",0,99999,0,0,0,"","LNP",268
7990,"Agent commercial","sales agent","BEL","FR",0,43200,0,0,0,"","LNP",269
7991,"Agent d'affaires","solicitor","BEL","FR",0,12410,0,0,0,"43220","LNP",270
7992,"Agent d'affaires","solicitor","BEL","FR",0,43200,0,0,0,"12410","LNP",271
7993,"Agent d'affaires","solicitor","BEL","FR",0,44100,0,0,0,"12410","LNP",272
7994,"Agent d'assurances","insurance agent","BEL","FR",0,44120,0,0,0,"","LNP",273
7995,"Agent de change","exchange-brooker","BEL","FR",0,33150,0,0,0,"","LNP",274
7996,"Agent de charbon","coal agent","BEL","FR",0,43230,0,0,11,"","LNP",275
7997,"Agent de police","policeman","BEL","FR",0,58220,0,0,0,"","LNP",276
7998,"Agent de police spéciale","special policeman","BEL","FR",0,58220,0,0,0,"","LNP",277
7999,"Agent industriel","industrial agent","BEL","FR",0,43230,0,0,0,"","LNP",278
8000,"Agréé","defender of the railway company at the court of commercial law","BEL","FR",0,12410,0,0,0,"","LNP",279
8001,"Agréé au chemin de fer","defender of the railway company at the court of commercial law","BEL","FR",0,12410,0,0,0,"","LNP",280
8002,"Agriculteur","agriculturist","BEL","FR",0,61110,0,0,0,"","LNP",281
8003,"Aide","helper","BEL","FR",0,-1,33,0,0,"","LNP",282
8004,"Aide facteur","postman helper","BEL","FR",0,37030,33,0,0,"","LNP",283
8005,"Aide forgeron","smith helper","BEL","FR",0,83110,33,0,0,"","LNP",284
8006,"Aide maçon","helper bricklayer","BEL","FR",0,95135,33,0,0,"","LNP",285
8007,"Aide pharmacien","pharmacist helper","BEL","FR",0,6810,0,0,0,"","LNP",286
8008,"Aide sonneur","assistant-bell-ringer","BEL","FR",0,55140,33,0,0,"","LNP",287
8009,"Aiguiseur","grinder","BEL","FR",0,99999,0,0,0,"","LNP",288
8010,"Ajusteur","fitter","BEL","FR",0,83210,0,0,0,"85110, 85210, 84100","LNP",289
8011,"Ajusteur","fitter","BEL","FR",0,84100,0,0,0,"85110, 85210, 83210","LNP",290
8012,"Ajusteur","fitter","BEL","FR",0,85110,0,0,0,"85110, 84100","LNP",291
8013,"Ajusteur","fitter","BEL","FR",0,85210,0,0,0,"85110, 84100","LNP",292
8014,"Ajusteur mécanicien","fitter mechanic","BEL","FR",0,84100,0,0,0,"","LNP",293
